report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
writeup_no,photo_no,examiner,transect_no,slope,aspect,elevation_min,elevation_max,forest,ranger_district,allotment,location,livestock,type_designation,type_des_trend,date,total_grass,total_forb,total_browse,desirable,intermediate,least_desirable,composition,production,forage_condition,ground_cover,erosion,soil_condition,browse_condition,trend,notes
transect_2_plot_5_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_2_plot_6_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_2_plot_7_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_2_plot_8_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_2_plot_9_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_2_plot_10_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_1_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass,AGSPI,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass,BRTE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grass,BRMA,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forb,ANNUAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forb,BASA,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forb,PHACE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browse,ARTR,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browse,CHUIL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browse,CEUE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browse,PRUF,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_2_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
…continue process for all plots of transect 3…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_3_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_4_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_5_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_6_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_7_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_8_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_9_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_plot_10_biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,species,green_weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_1_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,plot_1_value,plot_2_value,plot_3_value,plot_4_value,plot_5_value,plot_6_value,plot_7_value,plot_8_value,plot_9_value,plot_10_value,,,,,,,,,,,,,,,,,,,,
overstory_trees,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,
overstory_shrub,5,5,5,3,10,5,5,NULL,NULL,5,,,,,,,,,,,,,,,,,,,,
overstory_herb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,
bare_ground,90,40,60,70,10,80,90,10,15,10,,,,,,,,,,,,,,,,,,,,
rock_pav_natural,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,
rock_pav_unnatural,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,,,,,,,,,,,,,,,,,,,,
veg_litter,10,60,40,30,90,20,10,80,85,90,,,,,,,,,,,,,,,,,,,,
soil_disturbance,NULL,NULL,NULL,10,NULL,NULL,5,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,
droppings,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,
pellet_groups,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_2_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,plot_1_value,plot_2_value,plot_3_value,plot_4_value,plot_5_value,plot_6_value,plot_7_value,plot_8_value,plot_9_value,plot_10_value,,,,,,,,,,,,,,,,,,,,
overstory_trees,…continue process but for transect 2…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overstory_shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overstory_herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bare_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock_pav_natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock_pav_unnatural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veg_litter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil_disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
droppings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pellet_groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transect_3_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,plot_1_value,plot_2_value,plot_3_value,plot_4_value,plot_5_value,plot_6_value,plot_7_value,plot_8_value,plot_9_value,plot_10_value,,,,,,,,,,,,,,,,,,,,
overstory_trees,…continue process but for transect 2…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overstory_shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overstory_herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bare_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock_pav_natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock_pav_unnatural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veg_litter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soil_disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
droppings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pellet_groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
